name,star,review,response,review 
SIMET THOMAS,5 stars,,0,"Patient du docteur simet depuis 2005, j'ai, cette semaine, fais poser mon premier implant.
Je dois avouer que je craignais la douleur.
L'intervention, n'a durer que 15mn, docteur simet et son assistante ont su me mettre en confiance.
Une fois sorti du cabinet, et quand l'anesthésie ne faisait plus son effet, j'ai légèrement sentie que ça me lançait. Ça n'a durer que quelques heures. Ce matin, je ne sentais plus rien.
Tout s'est très bien passé. Je suis satisfait des soins prodigués."
SIMET THOMAS,5 stars,,0,"Étant phobique des dentistes, je suis plus que ravie d'avoir poussé avec courage leur porte.
Merci a cette équipe qui m'a guéri de cette peur.
Ils sont adorable, accueillant, rassurant, ils m'ont arrangé financièrement au vu de ma situation.
J'ai du recevoir des soins assez ""lourd"", pour les l'anesthésies ils endorment déjà l'endroit avec un baume qui empêche de sentir la piqure, ce qui soulage déjà beaucoup lorsqu'on a peur.
Apres un an de suivi pour refaire tout(sa devenait obligatoire pour ma santé), je suis agréablement étonné du résultat.
Jamais je n'aurais imaginé que l'ont puisse faire un résultat aussi parfait et naturel.
Il prend le temps de parler.
Il met de la musique relax et accepte sans problèmes mes écouteurs (j'ai également la hantise des bruits)..
J'ai pu venir avec mon amie.
Il met a l'aise et s'adapte a chaque personne.
Travail soigner, hygiène Irréprochable...plus de qualité que tout les dentistes réunis jusqu'à présent
Bref j'adhère...vous pouvez y allé yeux fermé!
+++"
SIMET THOMAS,5 stars,,0,"Attentionné, bienveillant, à l'écoute, professionnel et humaniste. Je remercie vivement Dr SIMET. Depuis 11 ans je décale mes rendez-vous avec plusieurs dentistes, car je ne support pas les interventions dentaires. Mais avec Dr SIMET c'était juste un plaisir d'aller chez un dentiste. Je recommande Dr. SIMET à tout ceux qui ont mal à aller chez un dentiste."
SIMET THOMAS,5 stars,,0,"Dr Simet est un très bon dentiste, il est à l’écoute de son patient, très minutieux et doux.
Aucune douleur ressenti pour chacun des RDV .
A répondu à toute mes attentes et soigner mes dents parfaitement."
SIMET THOMAS,5 stars,,0,"Ma panique du dentiste a disparu grâce au Dr Simet!Il Il explique, rassure, et est toujours à l'écoute! Dr Simet sait mettre en confiance. Soins en douceur, sans aucune douleur. Dentiste  doté d'une sensibilité et d'une humanité rare."
SIMET THOMAS,5 stars,,0,"Excellent accueil de la part de la secrétaire ! Le docteur Simet est juste adorable. Il prend le temps de tout expliquer, et c'est très rassurant !  Et le bonus c'est que je n'ai absolument rien senti pendant les soins. Je recommande vivement !"
SIMET THOMAS,5 stars,,0,"Quand le résultat final va au delà de vos espérances... je suis absolument ravie de mes soins dentaire auprès du Dr SIMET Thomas, son assistante Nadège... une équipe au TOP !
Très à l'écoute, le Dr SIMET est un excellent dentiste , Je recommande fortement !
Merci pour tout
Corinne"
SIMET THOMAS,5 stars,,0,"Très satisfaite des soins réalisés par Dr Simet ! Pour la première fois, je n'ai pas eu mal lors des injections de l'anésthésie.
Il travail vite et bien, que deux rendez-vous (un premier pour diagnostiquer les soins et le 2e pour les effectuer). Il est très rassurant.
Je le recommande vivement !"
SIMET THOMAS,5 stars,,0,"Voilà déjà quelques années que je suis suivi par le docteur Simet, rien à dire, c'est le meilleur !! Il a guérit ma phobie des dentiste. Même ses piqûres ne font pas mal !!!"
SIMET THOMAS,4 stars,,0,"Je me suis fait enlevé une dent de sagesse auprès du cabinet. En décembre 2019.Aucune douleur.
Avant j'étais stressée quand j'allais chez le dentiste mais avec  Dr Thomas Simet c'est le contraire. Il est très gentil et à l'écoute. Franchement rien à dire.J'ai trop hate de le revoir pour continuer les soins.  Il est vraiment doué.C'est le meilleur dentiste ."
SIMET THOMAS,5 stars,,0,"Je suis MME Rabia GRIECHE, et tiens à remercier DR Simet pour sa bienveillance, son professionnalisme. Je ne peux que me louer d’être de ses clientes depuis plus de 5 ans. Il est de ces praticiens qui voient le soin avant toute chose. Je ne peux que louer la qualité de son travail , dans les règles de l’asepsie, du traitement rapide de la douleur. Ce cabinet et son équipe sont à recommander vivement.  Tres satisfaite et reconnaissante."
SIMET THOMAS,5 stars,,0,"Appel à 14h pour un problème sur une couronne la veille d' un long WE de Paques...et merveille un rdv le jour même à 16h!!!
Super dentiste qui fait la difference par son professionalisme, sa sympathie et sa douceur. Loin du dentiste prêt à tout pour renflouer ses caisses il s'adapte propose des solutions, rassure et ne fait que ce qui est vraiment nécessaire... c'est rare...
Bravo à vous et sans oublier vos assistantes toujours à l'écoute et souriantes.
De plus, le cabinet est très propre, bien entretenu et moderne. Grâce à vous le fait d'aller chez mon dentiste n'est plus une corvée 😊 merci!"
SIMET THOMAS,5 stars,,0,"C'est la première fois de ma vie que j'ai hâte de retouner chez le dentiste !
Une équipe exceptionnelle, des soins de qualité, un docteur à l'écoute qui s'adapte en fonction de chaque patient, qui prend le temps de vous expliquer les choses et le tout, sans aucune douleur !
Le Dr.SIMET est LA perle rare des dentistes qui va vous réconcilier avec la roulette.Je suis tres ravi de vous connaitre docteur ."
SIMET THOMAS,5 stars,,0,"Dr Thomas et auprès de son équipe, l’accueil convivial et rassurant qui me convient. Des propositions de soins bien établies, il trouve toujours le temps de donner des conseils, répondre à vos questions, avec gentillesse et enthousiasme. Très prévenant,
méticuleux et rapide. Cabinet bien équipé, salle d’attente confortable comme un salon. L’assistante maitrise les dossiers en cours, efficace et agréables."
SIMET THOMAS,5 stars,,0,"Ayant souffert des mauvaises dents depuis 15 ans, j'ai enfin trouvé un dentiste à la fois souriant, compétent, organisé et soigneux. Il écoute, il explique, il rassure.  Très reconnaissante, je décide de faire ces commentaires en trois langues. En fait, en tant qu'étrangère, c'était pas facile pour moi de décider d'aller voir un dentiste en France et surtout de me faire des couronnes , car je craignais que la communication sois difficile. Mais tout s'est bien passé. Doctor Simet est très patient et  compréhensif. Je le recommande sincèrement.

我有15年的看牙历史，而这是我遇到过的最好的牙医，人很幽默，专业素养好，又耐心。本来是很纠结要不要在法国看牙，主要担心沟通不畅，但是过程都很顺利，做了多颗烤瓷牙。为了表达感谢，我认真地用三种语言写下这页评论，希望能帮助更多在斯堡的朋友在选择牙医的时候有个参考。

Having suffered bad teeth for 15 years, I finally found a dentist smiling, competent, organized and careful. He listens, he explains, he reassures. Very grateful, I decided to make these comments in three languages. In fact, as a foreigner, it was not easy for me to make the decision to go to a dentist in France, because I worried about the communication. But everything went well. Doctor Simet is very patient and understanding. I honestly recommend."
SIMET THOMAS,5 stars,,0,"Excellent dentiste que je recommande sans aucune hésitation, aussi bien pour ses compétences, son attention (il ne fait absolument pas mal du tout), ses explications, sa disponibilité que son honnêteté. Très rare de nos jours :)"
SIMET THOMAS,5 stars,,0,"Excellent accueil, travail très soigné et attentionné. Excellent rapport qualité prix ! Je viens de faire poser des implants,  un jour de douleur et le reste que du bonheur. Il forme avec le docteur Chkili un duo efficace. A conseiller absolument, inutile d'aller en Hongrie."
SIMET THOMAS,5 stars,,0,"Dr Simet est sans nul doute LE meilleur dentiste de Strasbourg.
C'est un professionnel qui aime son métier, est très investi, donne son nécessaire pour satisfaire ses patients.
Ajoutez à cela que c'est une personne très humaine et que son équipe est adorable (Nadège, Meriem, sa collaboratrice Dr Chkili).
Si vous avez encore un doute sur un choix de dentiste, n'en n'ayez plus et courez chez Dr Simet !"
SIMET THOMAS,5 stars,,0,"Je recommande Dr ROSSANO sans aucune hésitation, aussi bien pour ses compétences, son attention (il ne fait absolument pas mal du tout), ses explications, sa disponibilité, rare de nos jours  et auprès de son équipe, l’accueil convivial et rassurant qui me convient. Des propositions de soins bien établies, il a su répondre à mes questions, avec gentillesse et enthousiasme. Très prévenant,méticuleux et rapide."
SIMET THOMAS,5 stars,,0,"Ma meilleure expérience chez un dentiste! Je recommande vivement le Dr.Simmet ; soins en douceur, tout est vraiment propre, l'accueil est agréable, tout le monde est à l'écoute, on est tout à fait bien et rassuré."
SIMET THOMAS,1 star,,0,"Quel manque de bienveillance. J'arrive 15 minutes en retard. J'essaye d'appeler à plusieurs reprises pour les informer mais personne ne répond. J'arrive, je m'excuse, on m'installe dans une pièce, on me fait attendre, tout ça pour me dire de façon très hautaine qu'on ne me prendra pas en consultation ! Pourquoi ? Car je suis en retard de 15 minutes ! J'explique que je suis sortie exprès de mon travail; que malheureusement je ne peux prévoir les bouchons, que j'ai appelé 2 fois pour les prévenir mais sans succès, je m'excuse ! Et pour 15 minutes de façon très mauvaise en plus, elle me regarde avec cette façon très hautaine pour me dire que je peux repartir ! On parle de 15 minutes. J'espère que vous lirez ce commentaire, car vraiment il y a des façons de dire les choses ! J'aurai pu comprendre mais la façon dont on m'a parlé n'est pas du tout professionnelle, ni bienveillante !"
SIMET THOMAS,5 stars,,0,"un dentiste d'une autre planète....qui casse tous les a priori que l on peut avoir sur un dentiste. Drôle (même si cela n'est pas évident la bouche ouverte), dédramatisant ...parce que finalement il n'y a pas de problème, mais que des solutions. On est loin aussi de l'optique ""faire des soins pour renflouer les caisses"". On se limite a l'essentiel, au plus effectif pour le patient.....bon, un hic: j'ai été habituée a n'avoir jamais mal...j'en suis devenue presque ""chochotte"".
Depuis 18 ans mon dentiste, je fais aujourd'hui quelques 250 km pour lui rendre visite, à lui, et ses assistantes. Un grand merci, aussi et plus en particulier, à Meral, qui depuis plus de 10ans, me suit et me supporte
Le dentiste, une contrainte? non non, une partie de plaisir.
Merci à la fine équipe"
SIMET THOMAS,5 stars,,0,Un grand merci!!!! Vous m'avez sauvé mon we ! Début de rage de dents.... Vous m'avez soigné en douceur ! Je n ai rien senti.. Pour les douillette comme moi allez y les yeux fermés et la bouche grande ouverte ! Accueil super sympa de part des  assistantes et bravo au professionnalisme de l'équipe ! On ne vient pas chez vous à reculons .. Et c'est rare pour des dentistes !!!
SIMET THOMAS,5 stars,,0,"Le meilleur dentiste de Strasbourg
vous pouvez me croire jen ai fait des dentiste dans Strasbourg et cest alentours
Docteur Simet il ma rendue mon sourire
Faut savoir qu'avant d'avoir la chance d avoir été prise en charge par docteur Simet je ne souriais plus
J'avais plus d'espoir j'étais triste mal ds ma peau
Aujourd'hui grace au Docteur Simet et Nadège et sont équipe je peut enfin re sourire à pleine bouche et j'ai des compléments de partout 🙏❤
En plus d'avoir fait un boulot magnifique
C'est un docteur tellement humain gentil avc bcp d'empathie pour sont prochain et en plus de tt cela il a beaucou d'humour
Il est énormément à l'écoute de c'est patient et vous explique tout ce qu'il va vous faire
Et le fait d'une douceur et dune gentillesse que c'est devenue un plaisir pour moi d'aller chez le dentiste alors qu'avant c'était un vrai cauchemar pour moi
Et tout cela ds la joie et la bonne humeur
Sont equipe et vraiment super à l'écoute souriant gentille
Je pense à sont assistante Nadège qui et formidable et à étai très à l'écoute et tellement gentille avc moi
Voilà je voulais à travers ce simple commentaire vous dire encore un immense merci 🙏🙏🙏
Pour m'avoir aidé et redonner un sens à ma vie"
SIMET THOMAS,5 stars,,0,"Un dentiste doux, rassurant et sympa....Au delà de ça, il prodigue les soins strictement nécessaires. Le cabinet est un beau lieu...Les rendez-vous chez le dentiste ne sont plus un calvaire!"
SIMET THOMAS,5 stars,,0,Super dentiste et super équipe ! Rare de trouver un médecin qui est autant à l'écoute ! Il prend le tps de comprendre ce qui vous gêne et vs explique quoi faire ! Bref il est génial !! Je recommande à 100%!!!
SIMET THOMAS,1 star,,0,Je suis surpris par tant d'éloges pour le travail du dentiste simet moi je ne le recommande pas il est très sympa mais dès qu'il y a de mauvais soins il s'en lave les mains comme ponce Pilate et c'est un autre dentiste qui doit réparer sa boucherie il travaille comme à l'usine fuyez car tot ou tard vu sa façon de travailler vous finirez par avoir des soins douteux comme l'a qualifié un autre chirurgien dentiste lors d'une consultation de contrôle il enchaîne les consultations et ses soins sont expéditifs et approximatifs tjs à s'inquiéter de son retard bref FUYEZ
SIMET THOMAS,5 stars,,0,"LE DOCTEUR THOMAS SIMET est un DIAMANT RARE, les soins prodigués par lui n'ont d'égale que sa notoriété...!!!

Son assistante Madame Meral est dévouée, et d'une extrême gentillesse, c'est une perle, toute l'équipe est irréprochable!"
SIMET THOMAS,5 stars,,0,"Je recommande fortement le cabinet du Dr simet Thomas.
Merci a toutes l'équipes qui est accueillante et à l'écoute de nos besoins."
SIMET THOMAS,5 stars,,0,"Je remercie infiniment docteur Thomas simet pour  son travail  il m'a vraiment  changé  sourire dans  ma vie car j avais  des dents  horrible et la mon visage il a changé complètement et je le remercie aussi pour f
faciliter  de payement qui ma fait tout les mois je vous remercie beaucoup pour votre gentillesse  et pour le  bon travail  docteur simet"
SIMET THOMAS,5 stars,,0,"Un grand merci au Dr. SIMET et à son équipe pour leur professionnalisme et leur accueil chaleureux : prise de rdv très rapide (on ne vous fait pas attendre des lustres), bonne écoute du patient et surtout....aucune douleur ressentie pendant les soins. BRAVO et encore merci !"
SIMET THOMAS,5 stars,,0,"Très bon dentiste, toujours à l’écoute et fait en sorte d’aider ses patients"
SIMET THOMAS,1 star,,0,"Je vous déconseille vivement.. on prend rdv ,le jour du rdv, elle ne te soigne pas ,tu payes une consultation pour au final te dire de reprendre  un rdv..  Vraiment perte de temps."
SIMET THOMAS,5 stars,,0,Il es parfait  .... très propre .. a notre écoute  .... doux .... gentille ..... on en ressort rassurer .... il devrais en avoir plus des comme lui ... je recommande vraiment 😊 .... ps : j oublier le très bon contact avec l assitante  ... très a l écoute aussi et qui connais son sujet 😊 .... …
SIMET THOMAS,5 stars,,0,"Le Dr Simet est très agréable et très compétent, il sait ce qu’il fait, explique très bien la situation enfin bref, un très bon dentiste !"
SIMET THOMAS,5 stars,,0,"Le Docteur Simet est un spécialiste très compétent, un excellent médecin, sympathique.  Mon respect! Super équipe également!"
SIMET THOMAS,5 stars,,0,Je cherchais un bon dentiste pour un détartrage et contrôle sur Strasbourg et j’ai trouvé un professionnel compétent et qui explique bien ce qui est très appréciable de ma part.
SIMET THOMAS,5 stars,,0,"Un dentiste aussi professionnel qu'humain, à l'écoute, toujours souriant et arrangeant de surcroît. Super équipe également!"
SIMET THOMAS,1 star,,0,"Voilà 3 semaines que j'attends qu'on me rappelle , c'est la 2 ème fois que je perd mon inlay  et le cabinet n'as pas dénier me rappeler j'appelle ça un manque de professionnalisme ...je ne vous recommande pas d'en poser un ...il ne tiens pas !!!!!"
SIMET THOMAS,5 stars,,0,Très bon dentiste qui est très compétent dans son travail et en plus très gentil et a l écoute du patient pas comme certains dentiste je vous le recommande très vivement
SIMET THOMAS,5 stars,,0,"très professionnel, compétent, à l'écoute et une équipe très accueillante. Merci pour tous les soins"
SIMET THOMAS,2 stars,,0,"La secrétaire qui te bloque.... alors que tu essaie d'avoir rendez vous. Pas extra! Et pourtant tout les bon avis sur de Simet, c'est dommage!"
SIMET THOMAS,5 stars,,0,"Un cabinet au TOP, de la secrétaire aux Docteurs, merci encore 👍🏻 …"
SIMET THOMAS,5 stars,,0,"Très bon dentiste, aimable et à l'écoute. L'équipe est aussi fantastique, je recommande vivement."
SIMET THOMAS,5 stars,,0,"Très bon dentiste, très professionnel, sympathique et agréable  à l’écoute de son patient,  à recommandé sans hésitation."
SIMET THOMAS,5 stars,,0,Très satisfait et des soins et des conseils du docteur aimet. Un monsieur à l'écoute et humain. Je recomande fortement.
SIMET THOMAS,5 stars,,0,Excellent dentiste très sympa qui met à l'aise tout de suite! Je recommande
SIMET THOMAS,5 stars,,0,"Très bon dentiste, très bon cabinet et du matériel de très bonne qualité  je vous le recommande vraiment :)"
SIMET THOMAS,3 stars,,0,"Bon acceuil, mais si les prises de RDV sont rapides, il est parfois nécessaire de revenir pour que le travail soit terminé convenablement"
SIMET THOMAS,5 stars,,0,Très bon médecin je suis très content de son travail il est doué dans son travail.
SIMET THOMAS,5 stars,,0,"C'est simple  le Docteur SIMET et le MEILLEUR DENTISTE de Strasbourg
Honnêtement vous pouvez y aller sans craintes."
SIMET THOMAS,5 stars,,0,"Très bonne expérience
Le docteur simet et une personne Adorable,très douce et gentille."
SIMET THOMAS,5 stars,,0,"Cabinet à la pointe de la technologie, docteur très attentif et doux. Je conseille vivement"
SIMET THOMAS,5 stars,,0,"Très bonne experience avec le docteur Meisels, très douce et attentionnée !"
SIMET THOMAS,5 stars,,0,"He is really 6 Stars, he is that good!"
SIMET THOMAS,5 stars,,0,"Sa réputation est vrai. Aucune douleur, travail soigné  !"
SIMET THOMAS,5 stars,,0,"De loin le meilleur !
Allez-y sans crainte."
SIMET THOMAS,2 stars,,0,Mauvaise expérience au sein de cet établissement
SIMET THOMAS,5 stars,,0,I have never considered changing my dentist for nearly 10 years. Thank you for the friendly and professional service.
SIMET THOMAS,5 stars,,0,IN
SIMET THOMAS,5 stars,,0,"Good clinic, nice reception
Sweet secretaries"
SIMET THOMAS,5 stars,,0,
SIMET THOMAS,5 stars,,0,
SIMET THOMAS,5 stars,,0,
SIMET THOMAS,2 stars,,0,
SIMET THOMAS,5 stars,,0,
SIMET THOMAS,5 stars,,0,
SIMET THOMAS,5 stars,,0,
SIMET THOMAS,5 stars,,0,
SIMET THOMAS,5 stars,,0,
SIMET THOMAS,5 stars,,0,
SIMET THOMAS,5 stars,,0,
SIMET THOMAS,5 stars,,0,
SIMET THOMAS,5 stars,,0,
SIMET THOMAS,5 stars,,0,
SIMET THOMAS,5 stars,,0,
SIMET THOMAS,5 stars,,0,
ROSSIGNOL JULIETTE,5 stars,,1,"Une équipe au top. Merci pour votre bienveillance; votre professionnalisme, votre écoute et vos soins.👍
En un peu plus de 3 mois de soins,  j'ai enfin le sourire que je n'avais pas eu pendant plus de 50 ans.
Au delà des belles dents, vous avez redessiné les gencives, pris du temps pour que tout se mette en place, bien étudié l'aspect, la couleur des dents par rapport à mon visage.💪
je n'hésiterai pas à vous recommander. merci pour tout🙏"
ROSSIGNOL JULIETTE,5 stars,,1,"Je suis patiente du cabinet depuis quelques années et j'y resterai. Le Dr. Rossignol est très professionnelle, ses assistantes sont superbes. Je me suis toujours sentie écoutée, rassurée et j'ai toujours un rendez vous rapidement en cas de nécessité. Hygiène au top du top.  Je recommande ce cabinet dentaire, vous pouvez y aller les yeux fermés."
ROSSIGNOL JULIETTE,5 stars,,1,Très bon dentiste à l'écoute expliqué bien vous met en confiance fait du bon travail les assistante et madame rossignol sont très sympathiques vous accueille toujours avec le sourire  je conseille ce dentiste les yeux fermé
ROSSIGNOL JULIETTE,5 stars,,1,"Je vais depuis des années chez le cabinet de Mme Rossignol.
Au fil du temps, le cabinet a beaucoup évolué et s'est modernisé.
L'équipe est toujours à l'écoute lors des consultations et des soins. En cas de doute ou de crainte, on est rapidement rassuré.
La disponibilité d'une place de parking sur demande est un avantage appréciable à Strasbourg."
ROSSIGNOL JULIETTE,5 stars,,1,"Phobique du dentiste depuis toute petite, j'ai toujours eu une angoisse de prendre rendez-vous chez le dentiste. Mais le docteur Rossignol et toute son équipe ont su me rassurer et ont été très compréhensives. Elles sont toujours à l'écoute et très avenantes lors de mes rendez-vous.  Elle m'a également conseillé d'aller faire une séance chez un hypnotiseur pour m'aider contre cette peur, je l'ai fait et ça a fonctionné. Je vous la conseille vivement."
ROSSIGNOL JULIETTE,5 stars,,1,Dentiste et secrétaire très à l'écoute et attentionné. Si vous avez mal aux dents ou juste besoin de vous rassurer sur leur état : allez-y ! Foncer ! La dentiste Rossignol est très professionnelle.
ROSSIGNOL JULIETTE,1 star,,1,"⚠️‼️Ce n’est pas un dentiste mais un commerçant !!!!‼️⚠️
Je me suis rendue dans son cabinet en août 2021 pour un simple contrôle annuel, elle effectue des radios et autres qui n’ont pas été remboursé et m’ont coûtés cher… Me dit qu’il faut ABSOLUMENT que je prenne un cours sur le brossage de dents et me fait limite peur sur l’état de mes dents…Mais le pire, c’est qu’elle me dit que j’ai des caries au niveau des molaires et qu’il faut m’arracher 4 dents et poser des couronnes… Lorsque je sors de la salle de soin, la secrétaire insiste pour fixer le prochain rendez-vous afin de poser les couronnes!!! J’étais choquée moi qui n’ai jamais eu de problèmes dentaires, et, de bonnes dents… Quasi 2 ans plus tard, à l’heure où j’écris ce commentaire je n’ai pas de carie et mes dents sont saines et en bonne santé… Cela me rappelle l’affaire de Lionel Guedj et fait froid dans le dos.. On voulait m’enlever 4 dents saines à tord en me faisant croire qu’elles avaient des caries… Une honte… Tout ça pour de l’argent sûrement… Faites très attention face au personnel de santé à qui on pourrait faire confiance par habitude, lourde erreur ! Réfléchissez toujours et demandez toujours plusieurs avis !!"
ROSSIGNOL JULIETTE,5 stars,,1,"Docteur professionnel, à l’écoute et très claire dans ses explications. Accueil très agréable.
On déteste tous le dentiste, mais c’est toujours moins pénible lorsqu’on est bien accompagné !"
ROSSIGNOL JULIETTE,1 star,,1,"Si j’avais pu mettre 0 étoile je l’aurais fait ! J’ai toujours honoré mes rendez-vous et j’ai toujours été en avance bien qu’on me faisait rentrer dans la salle de soins en retard ! J’ai dû déplacer un rendez-vous que j’avais omis de noter et n’ai pas eu de mail ni de sms de doctolib ! Aujourd’hui, j’ai rendez-vous avec le dentiste qui m’accuse d’être de mauvaise foi et de mentir ! Se permet de me parler avec un ton très déplacé et hautain devant son assistante et un monsieur, ce qui a été hyper humiliant et malaisant. Il y a des façons de parler et de traiter ses patients !!!

Je déconseille fortement, il n’y a aucun côté relationnel ou humain ! Le dentiste Rossignol n’est ni comprehensive ni à l’écoute !"
ROSSIGNOL JULIETTE,1 star,,1,"En aucun à ce jour je ne ne conseillerai ce dentiste. Elle a bien changé.  N'es plus dans la bienveillance, la compréhension et l'humanité. Beaucoup de personnes ont arrêté avec elle car en fait il n'y a que l'argent qui l'intéresse.. A plusieurs reprises des rendez-vous ont été annulé de sa part et je devais faire avec . Maintenant que moi je reporte c'est le drame.  Et bien non madame rossignol ça ne se passe pas comme ça et je changerai de dentiste.. point barre. Et ce n'est pas un ressenti mais la réalité. Le problème avec des personnes comme vous c'est que vous êtes incapable de reconnaître et d'accepter les remarques.  Donc vous n'avancerez jamais dans le positif.  La preuve de votre réponse à mon commentaire. Fin de la discussion. En tout cas à fuir.!!!!"
ROSSIGNOL JULIETTE,5 stars,,1,"5 étoiles sans hésiter et plus si c’était possible !
Très bon dentiste, attentionnée et qui prend le temps de s’occuper de ses patients.
Je recommande, allez-y les yeux fermé."
ROSSIGNOL JULIETTE,5 stars,,1,"Le Dr Rossignol m’a fait un soin qui m’a rendu la blancheur de mes dents. Grâce à elle, j’ai maintenant un sourire éclatant !"
ROSSIGNOL JULIETTE,4 stars,,1,"Très pro et très carrée. Si vous venez pour vous faire soigner vos dents avec exigence et expérience, vous êtes au bon endroit. Je suis juste un peu déçue car sur le dernier soin elle ne m'a pas demandé si j'étais d'accord avant de le faire. Alors que c'est à son habitude."
ROSSIGNOL JULIETTE,2 stars,,1,"Accueilli par une assistante souriante et très agréable, j’ai directement été envoyé faire une radio dont je n’ai eu aucun retour et pas compris l’utilité si ce n’est la facturation. La dentiste n’a pas affiché le moindre sourire, et devait sûrement avoir un patient plus rentable que mon simple détartrage, car n’a pas pris le temps d’inspecter ma dentition et s’est empressé de « faire le ménage la dedans » sans aucune délicatesse. Après en tout et pour tout 5 min passée sur sa chaise, elle me renvoi vers son assistante pour m’expliquer la suite des soins, sans pour autant lui dire quoi m’expliquer.
Assez déçu, je ne recommande pas cette dentiste qui soit passait une mauvaise journée, soit privilégie le côté financier de son métier, à notre détriment, nous, simple patient."
ROSSIGNOL JULIETTE,5 stars,,1,"Ayant travaillé dans le cabinet du Dr Rossignol je ne peux que vous le conseiller.
Un cabinet ou la bienveillance et l'humanité sont les premiers mots d'ordre, dans un monde médical ou cela se fait parfois rare.
Un cabinet ou on prend le temps de vous écouter, de vous expliquer et de se former, afin de vous soigner dans les meilleures conditions.
Elles vont vous redonner le sourire ;-)"
ROSSIGNOL JULIETTE,5 stars,,1,"Suite à mon passage en ce cabinet médical en date du lundi 08/04/2019 en fin d’après-midi, je tenais simplement à souligner la grande gentillesse et le professionnalisme que j'ai reçu/ressenti à cet égard.

En effet, j'ai été accueilli avec beaucoup de professionnalisme mais aussi de sympathie.

Aussi, Docteur ROSSIGNOL & Madame La Secrétaire,

Je tiens à vous remercier de tout cœur à la fois du temps et de l'attention que vous m'avez consacré. En effet, j'ai réellement apprécié de trouver auprès de vous autant de sympathie, et j’ai ainsi pu m'en remettre à vous en toute confiance, ce qui m'a beaucoup aidé et je commence à vrai dire à aller beaucoup mieux, ainsi dire, une équipe à la fois très performante mais également pleine de grâce & de gentillesse.

Encore tous mes plus sincères remerciements à ces personnes (Mme La secrétaire &  Mme ROSSIGNOL).

N'hésitez en aucun cas à vous rendre en ce cabinet, vous serez conquis !

Eric K. → un patient +++ que SATISFAIT !!!"
ROSSIGNOL JULIETTE,5 stars,,1,"Après plusieurs années dans ce cabinet j’ai toujours été reçu et soigné avec bienveillance et professionnalisme.
Je vous recommande ce cabinet."
ROSSIGNOL JULIETTE,5 stars,,1,"J'ai choisi le Dr Rossignol au hasard sur les pages jaunes, je n'ai pas été déçue , le cabinet est magnifique, l'accueil agréable, l'assistante au top, et que dire du professionnalisme du Docteur Rossignol, toujours disponible, de bons conseils et d'une efficacité remarquable. Merci à tous, je ne suis pas prête de vous quitter."
ROSSIGNOL JULIETTE,5 stars,,1,"Je recommande ce cabinet dentaire. Un accueil jovial, la ponctualité et le professionnalisme sont au rendez-vous."
ROSSIGNOL JULIETTE,5 stars,,1,"Dentiste agréable, compétente et efficace. Le cabinet est cosy, et les feuilles de soin directement envoyées à la sécu. Pas d'attente."
ROSSIGNOL JULIETTE,5 stars,,1,"Très professionnelle, l'assistante est accueillante la cabinet est spacieux et cosy, des efforts de décoration. On s'y sent bien."
ROSSIGNOL JULIETTE,5 stars,,1,"Très bien ! J'y ai été bien reçu, très sympathique et de très bon conseil"
ROSSIGNOL JULIETTE,5 stars,,1,"Dentiste sympathique, dynamique et compétente. En plus le cabinet est assez cosy ce qui ne gâche rien !"
ROSSIGNOL JULIETTE,5 stars,,1,"Quelle chance, une excellente dentiste à proximité de mon domicile, presque 2 années de fidélité avec de bon conseils, de bons soins dentaires, cordialité et compétence que demander de plus ?"
ROSSIGNOL JULIETTE,5 stars,,1,Très belle équipe et très professionnelle. Je recommande ☺
ROSSIGNOL JULIETTE,5 stars,,1,Dû à une dent cassée pris en urgence sous 10mn soin appropriée et super dextérité rien senti géniale je recommande vivement
ROSSIGNOL JULIETTE,5 stars,,1,"J'ai mis du temps mais j'ai enfin trouvé mon dentiste, je ne peux que la recommander! :)"
ROSSIGNOL JULIETTE,5 stars,,1,
ROSSIGNOL JULIETTE,1 star,,1,
ROSSIGNOL JULIETTE,5 stars,,1,
ROSSIGNOL JULIETTE,1 star,,0,
ROSSIGNOL JULIETTE,5 stars,,0,
ROSSIGNOL JULIETTE,5 stars,,0,
ROSSIGNOL JULIETTE,1 star,,0,
ROSSIGNOL JULIETTE,1 star,,0,
ROSSIGNOL JULIETTE,5 stars,,0,
ROSSIGNOL JULIETTE,5 stars,,0,
REISER MAGALI,1 star,,1,"Cela fait maintenant 6 mois que j'attendais mon rendez-vous.
J'arrive ce matin et on me dit que je n'ai pas de rendez-vous à mon nom car mon dentiste ne travaille plus dans ce cabinet.Je devais peut-être le deviner? 6 mois d'attente pour me dire ça? Prendre congés pour qu'on me dise revenez fin novembre? mais quelle honte, quelle professionnalisme! Bravo"
REISER MAGALI,5 stars,,1,"La meilleure dentiste avec la meilleure assistante. Très professionnelles, bieveillantes et à l'écoute. Que se soit l'accueil,  le diagnostic ou la prise en charge (mise en place de rendez-vous rapide)et le suivi. Je ne remercierais jamais assez Rachel pour sa patience et Dr. Reiser de préserver mon sourire. Les honoraires sont à la hauteur de la qualité des soins. Merci"
REISER MAGALI,5 stars,,1,"Dr REISER est très professionnelle, à l’écoute et donne de bon conseils.
Merci à vous docteur."
